ticker,currency,exchange,sector,industry
MTH,USD,New York Stock Exchange,Consumer Cyclical,Residential Construction
MWA,USD,New York Stock Exchange,Industrials,Specialty Industrial Machinery
NDSN,USD,Nasdaq Global Select,Industrials,Specialty Industrial Machinery
OFLX,USD,Nasdaq Global Market,Industrials,Specialty Industrial Machinery
PGTI,USD,New York Stock Exchange,Industrials,Building Products & Equipment
PSB,USD,New York Stock Exchange,Real Estate,REIT‚ Diversified
RBC,USD,New York Stock Exchange,Industrials,Specialty Industrial Machinery
ROLL,USD,Nasdaq Global Select,Industrials,Tools & Accessories
SSD,USD,New York Stock Exchange,Industrials,Building Products & Equipment
SUI,USD,New York Stock Exchange,Real Estate,REIT‚ Residential
THRM,USD,Nasdaq Global Select,Consumer Cyclical,Auto Parts
TNC,USD,New York Stock Exchange,Industrials,Specialty Industrial Machinery
TTC,USD,New York Stock Exchange,Industrials,Tools & Accessories
UFPI,USD,Nasdaq Global Select,Basic Materials,Lumber & Wood Production
VMI,USD,New York Stock Exchange,Industrials,Metal Fabrication
WGO,USD,New York Stock Exchange,Consumer Cyclical,Recreational Vehicles
WIRE,USD,Nasdaq Global Select,Industrials,Electrical Equipment & Parts
WOR,USD,New York Stock Exchange,Basic Materials,Metal Fabrication
WTS,USD,New York Stock Exchange,Industrials,Specialty Industrial Machinery
HTA,USD,New York Stock Exchange,Real Estate,REIT‚ Healthcare Facilities
IIPR,USD,New York Stock Exchange,Real Estate,REIT‚ Industrial
OHI,USD,New York Stock Exchange,Real Estate,REIT‚ Healthcare Facilities
AI.PA,EUR,Paris,Basic Materials,Chemicals
ARRY,USD,Nasdaq Global Market,Technology,Solar
AY,USD,Nasdaq Global Select,Utilities,Utilities‚ Renewable
BE,USD,New York Stock Exchange,Industrials,Electrical Equipment & Parts
BLDP.TO,CAD,Toronto,Industrials,Specialty Industrial Machinery
CIG,USD,New York Stock Exchange,Utilities,Utilities‚ Diversified
DQ,USD,New York Stock Exchange,Technology,Semiconductor Equipment & Materials
DYA.TO,CAD,Toronto,Industrials,Specialty Industrial Machinery
FCEL,USD,Nasdaq Global Market,Industrials,Electrical Equipment & Parts
FSLR,USD,Nasdaq Global Select,Technology,Solar
HDRO,USD,NYSEArca,,
ICLN,USD,Nasdaq Global Market,,
INE.TO,CAD,Toronto,Utilities,Utilities‚ Renewable
KRBN,USD,NYSEArca,Technology,
NIO,USD,New York Stock Exchange,Consumer Cyclical,Auto Manufacturers
NOVA,USD,New York Stock Exchange,Technology,Solar
ON,USD,Nasdaq Global Select,Technology,Semiconductors
ORA,USD,New York Stock Exchange,Utilities,Utilities‚ Renewable
PLUG,USD,Nasdaq Capital Market,Industrials,Electrical Equipment & Parts
RUN,USD,Nasdaq Global Select,Technology,Solar
TAN,USD,New York Stock Exchange Arca,,
VIVO,USD,Nasdaq Global Select,Healthcare,Diagnostics & Research
