date,operatingCashFlow,symbol,enterpriseValueMultiple,debtEquityRatio,operatingCashFlow_3y_percentile,enterpriseValueMultiple_3y_percentile,debtEquityRatio_3y_percentile,operatingCashFlow_ticker_decile,enterpriseValueMultiple_ticker_decile,debtEquityRatio_ticker_decile,sector,operatingCashFlow_sector_decile,enterpriseValueMultiple_sector_decile,debtEquityRatio_sector_decile,SP500,NQ,SP500_decile,NQ_decile,Total_Returns,operatingCashFlow_custom,enterpriseValueMultiple_custom,debtEquityRatio_custom,Total_Returns_custom,grades
2021-06-30,232805000.0,ESS,104.1235,1.1045,2,1,3,5.0,2.0,6.0,Real Estate,3.0,2.0,4.0,True,False,7.0,,0.1036271336080047,3.0,5.0,3.0,4.0,4
2021-09-30,271806000.0,ESS,89.0969,1.1134,1,2,2,5.0,3.0,6.0,Real Estate,3.0,4.0,4.0,True,False,7.0,,0.0657644745175161,3.0,4.0,3.0,3.0,3
2021-12-31,-699876094.741,ESS,89.4074,1.1323,4,2,1,10.0,3.0,6.0,Real Estate,10.0,4.0,4.0,True,False,10.0,,0.1016138112216175,1.0,4.0,3.0,4.0,2
2022-03-31,315143000.0,ESS,109.0469,1.1067,1,1,2,4.0,2.0,6.0,Real Estate,2.0,2.0,4.0,True,False,6.0,,-0.0191636146835874,4.0,5.0,3.0,2.0,4
2019-03-31,551000000.0,ETN,47.3391,0.9476,3,3,4,3.0,6.0,7.0,Industrials,3.0,7.0,7.0,True,False,5.0,,,4.0,3.0,2.0,,
2019-06-30,880000000.0,ETN,41.8226,0.9741,2,4,4,2.0,7.0,7.0,Industrials,2.0,8.0,7.0,True,False,3.0,,,5.0,2.0,2.0,,
2019-09-30,1083000000.0,ETN,42.239,1.0093,1,4,4,2.0,7.0,7.0,Industrials,2.0,8.0,7.0,True,False,3.0,,-0.0003606636210627,5.0,2.0,2.0,3.0,2
2019-12-31,937000000.0,ETN,58.9102,1.0367,1,3,3,2.0,5.0,7.0,Industrials,2.0,5.0,6.0,True,False,3.0,,0.1391461214672278,5.0,3.0,2.0,4.0,4
2020-03-31,323000000.0,ETN,46.825,1.1623,4,4,1,4.0,6.0,6.0,Industrials,4.0,7.0,6.0,True,False,6.0,,-0.1797930743243243,4.0,3.0,3.0,1.0,2
2020-06-30,757000000.0,ETN,154.725,1.1357,2,1,2,3.0,1.0,6.0,Industrials,2.0,1.0,6.0,True,False,4.0,,0.1260136439696229,4.0,5.0,3.0,4.0,5
2020-09-30,921000000.0,ETN,63.4861,1.1375,1,2,1,2.0,4.0,6.0,Industrials,2.0,4.0,6.0,True,False,3.0,,0.1663237311385459,5.0,4.0,3.0,4.0,5
2020-12-31,943000000.0,ETN,70.1581,1.1287,1,2,2,2.0,4.0,6.0,Industrials,2.0,4.0,6.0,True,False,3.0,,0.1774968146623542,5.0,4.0,3.0,4.0,5
2021-03-31,260000000.0,ETN,83.2809,1.27,4,1,1,5.0,3.0,6.0,Industrials,4.0,3.0,6.0,True,False,7.0,,0.1509905110704178,3.0,4.0,3.0,4.0,4
2021-06-30,637000000.0,ETN,80.4551,1.3859,3,1,1,3.0,3.0,5.0,Industrials,2.0,3.0,5.0,True,False,4.0,,0.0715938675151866,4.0,4.0,3.0,3.0,4
2021-09-30,471000000.0,ETN,49.209,1.1342,3,3,2,4.0,6.0,6.0,Industrials,3.0,7.0,6.0,True,False,5.0,,0.0076258604400053,4.0,3.0,3.0,3.0,3
2021-12-31,795000000.0,ETN,86.6558,1.0709,2,1,3,3.0,3.0,6.0,Industrials,2.0,2.0,6.0,True,False,4.0,,0.1574576384702966,4.0,4.0,3.0,4.0,4
2022-03-31,42000000.0,ETN,78.6293,1.1162,4,2,3,8.0,3.0,6.0,Industrials,7.0,3.0,6.0,True,False,9.0,,-0.1218608957296609,2.0,4.0,3.0,1.0,1
2019-03-31,501189000.0,ETR,35.6241,4.5299,3,3,1,3.0,7.0,2.0,Utilities,5.0,9.0,2.0,True,False,5.0,,,4.0,2.0,5.0,,
2019-06-30,551901000.0,ETR,39.4267,4.1611,3,2,2,3.0,7.0,2.0,Utilities,5.0,8.0,2.0,True,False,5.0,,,4.0,2.0,5.0,,
2019-09-30,1064857000.0,ETR,36.282,4.0155,1,3,4,2.0,7.0,2.0,Utilities,2.0,9.0,2.0,True,False,3.0,,0.1505882352941176,5.0,2.0,5.0,4.0,5
2019-12-31,698680000.0,ETR,49.0382,4.042,2,1,4,3.0,6.0,2.0,Utilities,4.0,5.0,2.0,True,False,4.0,,0.0207907293796864,4.0,3.0,5.0,3.0,4
2020-03-31,659060000.0,ETR,37.6676,4.1228,2,2,2,3.0,7.0,2.0,Utilities,4.0,8.0,2.0,True,False,4.0,,-0.215609348914858,4.0,2.0,5.0,1.0,2
2020-06-30,789247000.0,ETR,32.1513,4.1014,2,3,3,3.0,8.0,2.0,Utilities,3.0,9.0,2.0,True,False,4.0,,-0.0017026710652335,4.0,2.0,5.0,2.0,3
2020-09-30,921859000.0,ETR,28.2459,4.1884,1,4,1,2.0,8.0,2.0,Utilities,3.0,9.0,2.0,True,False,3.0,,0.050314465408805,5.0,2.0,5.0,3.0,4
2020-12-31,-2306142000.0,ETR,-17.4663,0.0912,4,4,4,10.0,9.0,10.0,Utilities,10.0,10.0,10.0,True,False,10.0,,0.0132954430122805,1.0,1.0,1.0,3.0,1
2021-03-31,-49565000.0,ETR,37.06,4.3082,4,2,1,10.0,7.0,2.0,Utilities,10.0,8.0,2.0,True,False,10.0,,-0.0037059294871795,1.0,2.0,5.0,2.0,1
2021-06-30,796112000.0,ETR,58.5544,4.1222,1,1,2,3.0,5.0,2.0,Utilities,3.0,4.0,2.0,True,False,4.0,,0.0023122549512416,4.0,3.0,5.0,3.0,4
2021-09-30,1264436000.0,ETR,30.7583,4.2131,1,4,1,2.0,8.0,2.0,Utilities,2.0,9.0,2.0,True,False,3.0,,-0.0039117352056168,5.0,2.0,5.0,2.0,4
2021-12-31,289730000.0,ETR,49.8602,4.0792,4,1,3,5.0,6.0,2.0,Utilities,7.0,5.0,2.0,True,False,7.0,,0.1343268553015809,3.0,3.0,5.0,4.0,4
2022-03-31,537966000.0,ETR,44.7774,4.0806,3,1,3,3.0,6.0,2.0,Utilities,5.0,6.0,2.0,True,False,5.0,,0.0363959165557034,4.0,3.0,5.0,3.0,4
2019-03-31,31458000.0,ETSY,175.3343,1.336,4,2,4,8.0,1.0,6.0,Consumer Cyclical,8.0,1.0,6.0,True,False,9.0,,,2.0,5.0,3.0,,
2019-06-30,49836000.0,ETSY,239.7405,1.3101,3,1,4,7.0,1.0,6.0,Consumer Cyclical,7.0,1.0,7.0,True,False,9.0,,,2.0,5.0,3.0,,
2019-09-30,47045000.0,ETSY,247.2816,2.8514,4,1,2,7.0,1.0,3.0,Consumer Cyclical,7.0,1.0,3.0,True,False,9.0,,-0.0895907186593619,2.0,5.0,4.0,2.0,3
2019-12-31,78581000.0,ETSY,116.7312,2.793,3,4,2,7.0,2.0,3.0,Consumer Cyclical,7.0,2.0,3.0,True,False,9.0,,-0.215929203539823,2.0,5.0,4.0,1.0,2
2020-03-31,29664000.0,ETSY,140.7405,2.7303,4,3,2,8.0,2.0,3.0,Consumer Cyclical,8.0,2.0,4.0,True,False,9.0,,-0.1322799097065462,2.0,5.0,4.0,1.0,2
2020-06-30,220431000.0,ETSY,93.8384,2.3615,1,4,3,5.0,3.0,3.0,Consumer Cyclical,5.0,2.0,4.0,True,False,7.0,,1.763527575442248,3.0,4.0,4.0,5.0,5
2020-09-30,185194000.0,ETSY,126.765,2.3218,1,3,3,6.0,2.0,3.0,Consumer Cyclical,6.0,2.0,4.0,True,False,8.0,,0.1449684646521697,3.0,5.0,4.0,4.0,5
2020-12-31,243667000.0,ETSY,125.3139,2.2387,1,4,4,5.0,2.0,4.0,Consumer Cyclical,5.0,2.0,4.0,True,False,7.0,,0.4627147907588588,3.0,5.0,4.0,5.0,5
2021-03-31,148465000.0,ETSY,148.6673,2.6524,2,3,3,6.0,1.0,3.0,Consumer Cyclical,6.0,1.0,4.0,True,False,8.0,,0.133550671687932,3.0,5.0,4.0,4.0,5
2021-06-30,121697000.0,ETSY,262.4329,5.1995,2,1,1,6.0,1.0,2.0,Consumer Cyclical,6.0,1.0,2.0,True,False,9.0,,0.0206773441761294,3.0,5.0,5.0,3.0,5
2021-09-30,90930000.0,ETSY,255.3732,5.563,2,1,1,7.0,1.0,2.0,Consumer Cyclical,7.0,1.0,1.0,True,False,9.0,,0.0102992615623785,2.0,5.0,5.0,3.0,4
2021-12-31,290459000.0,ETSY,170.2938,5.0956,1,2,1,5.0,1.0,2.0,Consumer Cyclical,5.0,1.0,2.0,True,False,7.0,,0.0527986151182919,3.0,5.0,5.0,3.0,5
2022-03-31,59544000.0,ETSY,157.4274,4.5331,3,2,1,7.0,1.0,2.0,Consumer Cyclical,7.0,1.0,2.0,True,False,9.0,,-0.4323558965926737,2.0,5.0,5.0,1.0,3
2019-03-31,8687000.0,EVBG,-271.6632,1.3132,2,1,4,8.0,10.0,6.0,Technology,8.0,10.0,5.0,False,False,,,,2.0,1.0,3.0,,
2019-06-30,-12176000.0,EVBG,-451.8467,1.2883,4,3,4,9.0,10.0,6.0,Technology,10.0,10.0,5.0,False,False,,,,1.0,1.0,3.0,,
2019-09-30,12343000.0,EVBG,-350.0507,1.2724,1,1,4,8.0,10.0,6.0,Technology,8.0,10.0,5.0,False,False,,,-0.315018315018315,2.0,1.0,3.0,1.0,1
2019-12-31,1463000.0,EVBG,-595.0088,2.8005,2,3,1,9.0,10.0,3.0,Technology,9.0,10.0,2.0,False,False,,,0.265273051369308,1.0,1.0,4.0,5.0,2
2020-03-31,801000.0,EVBG,-263.6627,2.7989,3,1,1,9.0,10.0,3.0,Technology,9.0,10.0,2.0,False,False,,,0.3621926229508197,1.0,1.0,4.0,5.0,2
2020-06-30,-3870000.0,EVBG,-637.0561,2.7861,4,4,2,9.0,10.0,3.0,Technology,9.0,10.0,2.0,False,False,,,0.3008649868371569,1.0,1.0,4.0,5.0,2
2020-09-30,-527000.0,EVBG,-446.5249,2.7831,3,2,2,9.0,10.0,3.0,Technology,9.0,10.0,2.0,False,False,,,-0.0912836079791847,1.0,1.0,4.0,2.0,1
2020-12-31,19399000.0,EVBG,-511.9278,2.8087,1,3,1,8.0,10.0,3.0,Technology,8.0,10.0,2.0,False,False,,,0.1856358864232879,2.0,1.0,4.0,4.0,2
2021-03-31,19808000.0,EVBG,-422.8618,2.6127,1,2,2,8.0,10.0,3.0,Technology,8.0,10.0,2.0,False,False,,,-0.187093311866908,2.0,1.0,4.0,1.0,1
2021-06-30,-5137000.0,EVBG,-352.0039,2.3924,4,2,3,9.0,10.0,3.0,Technology,10.0,10.0,3.0,False,False,,,0.1229575837596963,1.0,1.0,4.0,4.0,1
2021-09-30,-2690000.0,EVBG,-1093.5618,2.4041,3,4,3,9.0,10.0,3.0,Technology,9.0,10.0,3.0,False,False,,,0.1099353321575542,1.0,1.0,4.0,4.0,1
2021-12-31,10212000.0,EVBG,228.2031,2.1966,1,1,3,8.0,1.0,4.0,Technology,8.0,2.0,3.0,False,False,,,-0.5542240466101694,2.0,5.0,4.0,1.0,2
2022-03-31,7702000.0,EVBG,-596.5337,3.7387,2,4,1,9.0,10.0,2.0,Technology,9.0,10.0,2.0,False,False,,,-0.3518491014406653,1.0,1.0,5.0,1.0,1
2019-03-31,-5358000.0,EVGN,-18.7931,0.2338,3,4,2,9.0,9.0,10.0,Healthcare,8.0,8.0,9.0,False,False,,,,1.0,1.0,1.0,,
2019-06-30,-3880000.0,EVGN,-10.1143,0.2488,2,2,1,9.0,9.0,9.0,Healthcare,7.0,7.0,9.0,False,False,,,,1.0,1.0,1.0,,
2019-09-30,-3568000.0,EVGN,-8.2115,0.1838,1,2,4,9.0,9.0,10.0,Healthcare,7.0,7.0,9.0,False,False,,,-0.0365853658536584,1.0,1.0,1.0,2.0,1
2019-12-31,-4859000.0,EVGN,-1.0235,0.2223,3,1,2,9.0,9.0,10.0,Healthcare,8.0,7.0,9.0,False,False,,,-0.0379746835443038,1.0,1.0,1.0,2.0,1
2020-03-31,-5476000.0,EVGN,0.1088,0.2208,3,1,3,9.0,9.0,10.0,Healthcare,8.0,7.0,9.0,False,False,,,-0.2236842105263158,1.0,1.0,1.0,1.0,1
2020-06-30,-2775000.0,EVGN,1.4491,0.2548,1,1,1,9.0,9.0,9.0,Healthcare,7.0,7.0,9.0,False,False,,,-0.1525423728813559,1.0,1.0,1.0,1.0,1
2020-09-30,-4392000.0,EVGN,-16.5519,0.2207,2,3,3,9.0,9.0,10.0,Healthcare,7.0,8.0,9.0,False,False,,,2.96,1.0,1.0,1.0,5.0,1
2020-12-31,0.0,EVGN,-14.6089,0.3265,1,3,1,9.0,9.0,9.0,Healthcare,7.0,8.0,8.0,False,False,,,0.1868686868686869,1.0,1.0,1.0,4.0,1
2021-03-31,-4689000.0,EVGN,-30.8973,0.1492,2,4,4,9.0,9.0,10.0,Healthcare,7.0,8.0,9.0,False,False,,,0.0723404255319148,1.0,1.0,1.0,3.0,1
2021-06-30,-6135000.0,EVGN,-17.5151,0.1641,4,4,4,9.0,9.0,10.0,Healthcare,8.0,8.0,9.0,False,False,,,-0.3214285714285714,1.0,1.0,1.0,1.0,1
2021-09-30,-5810000.0,EVGN,-10.5755,0.2081,4,3,3,9.0,9.0,10.0,Healthcare,8.0,7.0,9.0,False,False,,,-0.2280701754385964,1.0,1.0,1.0,1.0,1
2021-12-31,-8205000.0,EVGN,-5.8347,0.2385,4,2,2,9.0,9.0,10.0,Healthcare,8.0,7.0,9.0,False,False,,,-0.3787878787878788,1.0,1.0,1.0,1.0,1
2019-03-31,362100000.0,EVRG,55.9047,1.769,1,1,4,4.0,5.0,4.0,Utilities,6.0,4.0,9.0,True,False,6.0,,,4.0,3.0,4.0,,
2019-06-30,271600000.0,EVRG,49.5193,1.8984,3,2,4,5.0,6.0,4.0,Utilities,7.0,5.0,9.0,True,False,7.0,,,3.0,3.0,4.0,,
2019-09-30,813600000.0,EVRG,33.7213,2.0092,1,3,4,3.0,7.0,4.0,Utilities,3.0,9.0,9.0,True,False,4.0,,0.1063829787234043,4.0,2.0,4.0,4.0,4
2019-12-31,-624500000.0,EVRG,-412.4965,2.0335,4,4,3,10.0,10.0,4.0,Utilities,10.0,10.0,9.0,True,False,10.0,,-0.0220853365384615,1.0,1.0,4.0,2.0,1
2020-03-31,320600000.0,EVRG,55.2811,2.0728,2,2,2,4.0,5.0,4.0,Utilities,7.0,4.0,8.0,True,False,6.0,,-0.1542479643570442,4.0,3.0,4.0,1.0,2
2020-06-30,201900000.0,EVRG,47.1545,2.0735,4,2,2,5.0,6.0,4.0,Utilities,7.0,6.0,8.0,True,False,8.0,,0.0770208900999092,3.0,3.0,4.0,3.0,3
2020-09-30,899200000.0,EVRG,28.8822,2.056,1,4,3,2.0,8.0,4.0,Utilities,3.0,9.0,9.0,True,False,3.0,,-0.1428571428571428,5.0,2.0,4.0,1.0,2
2020-12-31,332100000.0,EVRG,58.5503,2.1064,2,1,1,4.0,5.0,4.0,Utilities,7.0,4.0,8.0,True,False,6.0,,0.0922865013774104,4.0,3.0,4.0,4.0,4
2021-03-31,-28600000.0,EVRG,44.9617,2.1832,4,3,1,10.0,6.0,4.0,Utilities,10.0,6.0,8.0,True,False,10.0,,0.0724193838947937,1.0,3.0,4.0,3.0,2
2021-06-30,253200000.0,EVRG,46.7711,2.1179,3,3,1,5.0,6.0,4.0,Utilities,7.0,6.0,8.0,True,False,7.0,,0.0151184276835208,3.0,3.0,4.0,3.0,3
2021-09-30,811400000.0,EVRG,29.778,2.0252,1,4,3,3.0,8.0,4.0,Utilities,3.0,9.0,9.0,True,False,4.0,,0.0292900877047824,4.0,2.0,4.0,3.0,3
2021-12-31,315700000.0,EVRG,66.4501,2.0855,2,1,2,4.0,4.0,4.0,Utilities,7.0,3.0,8.0,True,False,6.0,,0.1030546623794211,4.0,4.0,4.0,4.0,5
2022-03-31,265100000.0,EVRG,57.8983,2.1113,3,1,1,5.0,5.0,4.0,Utilities,7.0,4.0,8.0,True,False,7.0,,-0.0039352864013991,3.0,3.0,4.0,2.0,2
2019-03-31,1500000.0,EW,129.5048,0.5865,4,3,1,9.0,2.0,8.0,Healthcare,7.0,2.0,7.0,True,False,10.0,,,1.0,5.0,2.0,,
2019-06-30,341200000.0,EW,133.8176,0.5923,2,2,1,4.0,2.0,8.0,Healthcare,4.0,2.0,7.0,True,False,6.0,,,4.0,5.0,2.0,,
2019-09-30,437300000.0,EW,140.4254,0.564,1,2,2,4.0,2.0,8.0,Healthcare,3.0,2.0,7.0,True,False,5.0,,0.1868523316062176,4.0,5.0,2.0,4.0,4
2019-12-31,399400000.0,EW,131.0965,0.564,2,2,2,4.0,2.0,8.0,Healthcare,3.0,2.0,7.0,True,False,6.0,,0.0608458390177354,4.0,5.0,2.0,3.0,4
2020-03-31,207000000.0,EW,100.8413,0.5575,4,4,3,5.0,2.0,9.0,Healthcare,4.0,3.0,7.0,True,False,8.0,,-0.1914866255144033,3.0,5.0,1.0,1.0,1
2020-06-30,231200000.0,EW,-296.7984,0.6733,3,4,1,5.0,10.0,8.0,Healthcare,4.0,10.0,6.0,True,False,7.0,,0.0992524256402099,3.0,1.0,2.0,4.0,1
2020-09-30,216100000.0,EW,126.4994,0.6153,4,3,1,5.0,2.0,8.0,Healthcare,4.0,2.0,7.0,True,False,7.0,,0.1549703371436838,3.0,5.0,2.0,4.0,4
2020-12-31,400000000.0,EW,145.0826,0.5821,1,1,2,4.0,1.0,8.0,Healthcare,3.0,2.0,7.0,True,False,6.0,,0.1429466299173141,4.0,5.0,2.0,4.0,4
2021-03-31,300500000.0,EW,122.4545,0.5485,3,3,3,5.0,2.0,9.0,Healthcare,4.0,2.0,7.0,True,False,7.0,,-0.0831963170009865,3.0,5.0,1.0,2.0,2
2021-06-30,526100000.0,EW,109.7936,0.4926,1,4,3,3.0,2.0,9.0,Healthcare,3.0,2.0,7.0,True,False,5.0,,0.2382831181252988,4.0,5.0,1.0,5.0,4
2021-09-30,531900000.0,EW,164.3697,0.4726,1,1,4,3.0,1.0,9.0,Healthcare,3.0,2.0,7.0,True,False,5.0,,0.0930771458916674,4.0,5.0,1.0,4.0,4
2021-12-31,373600000.0,EW,196.8757,0.4569,2,1,4,4.0,1.0,9.0,Healthcare,4.0,1.0,7.0,True,False,6.0,,0.1443335394399789,4.0,5.0,1.0,4.0,4
2022-03-31,293300000.0,EW,154.6265,0.4406,3,1,4,5.0,1.0,9.0,Healthcare,4.0,2.0,7.0,True,False,7.0,,-0.0913160941721344,3.0,5.0,1.0,2.0,2
2019-03-31,-74407000.0,EXAS,-218.8034,1.2789,4,3,1,10.0,10.0,6.0,Healthcare,10.0,10.0,4.0,False,False,,,,1.0,1.0,3.0,,
2019-06-30,17161000.0,EXAS,-852.9801,1.3277,1,4,1,8.0,10.0,6.0,Healthcare,7.0,10.0,4.0,False,False,,,,2.0,1.0,3.0,,
2019-09-30,-29080000.0,EXAS,-660.2505,1.3511,3,4,1,10.0,10.0,5.0,Healthcare,9.0,10.0,4.0,False,False,,,-0.2208811104405551,1.0,1.0,3.0,1.0,1
2019-12-31,-28684000.0,EXAS,-203.173,0.5322,2,3,4,10.0,10.0,9.0,Healthcare,9.0,10.0,7.0,False,False,,,0.0233484563461325,1.0,1.0,1.0,3.0,1
2020-03-31,-49827000.0,EXAS,-182.5524,0.758,3,2,4,10.0,10.0,8.0,Healthcare,10.0,10.0,6.0,False,False,,,-0.3728373702422146,1.0,1.0,2.0,1.0,1
2020-06-30,-6870000.0,EXAS,-579.3419,0.7791,2,4,3,9.0,10.0,8.0,Healthcare,8.0,10.0,6.0,False,False,,,0.4989655172413793,1.0,1.0,2.0,5.0,1
2020-09-30,81775000.0,EXAS,-102.1166,0.8632,1,1,3,7.0,10.0,7.0,Healthcare,6.0,9.0,6.0,False,False,,,0.1726478030825857,2.0,1.0,2.0,4.0,1
2020-12-31,111404000.0,EXAS,-55.8889,0.7443,1,1,4,6.0,10.0,8.0,Healthcare,5.0,9.0,6.0,False,False,,,0.2995586071603728,3.0,1.0,2.0,5.0,2
2021-03-31,-77227000.0,EXAS,-104.5669,0.8456,4,1,3,10.0,10.0,7.0,Healthcare,10.0,9.0,6.0,False,False,,,-0.0053588950109442,1.0,1.0,2.0,2.0,1
2021-06-30,40337000.0,EXAS,-187.6785,0.8893,1,3,2,8.0,10.0,7.0,Healthcare,6.0,10.0,6.0,False,False,,,-0.0566853847321293,2.0,1.0,2.0,2.0,1
2021-09-30,-40774000.0,EXAS,-152.6467,0.9246,3,2,2,10.0,10.0,7.0,Healthcare,9.0,10.0,6.0,False,False,,,-0.2321615316547341,1.0,1.0,2.0,1.0,1
2021-12-31,-24572000.0,EXAS,-87.7444,0.9733,2,1,2,9.0,10.0,7.0,Healthcare,9.0,9.0,5.0,False,False,,,-0.1845992666317444,1.0,1.0,2.0,1.0,1
2022-03-31,-173754000.0,EXAS,-108.7991,0.9921,4,2,1,10.0,10.0,7.0,Healthcare,10.0,9.0,5.0,False,False,,,-0.101631761531543,1.0,1.0,2.0,2.0,1
2019-03-31,1044000000.0,EXC,43.5354,2.8029,3,2,3,2.0,6.0,3.0,Utilities,2.0,7.0,4.0,True,True,3.0,4.0,,5.0,3.0,4.0,,
2019-06-30,1854000000.0,EXC,66.9815,2.7795,1,1,4,2.0,4.0,3.0,Utilities,1.0,3.0,4.0,True,True,2.0,3.0,,5.0,4.0,4.0,,
2019-09-30,2501000000.0,EXC,51.1815,2.7601,1,1,4,1.0,6.0,3.0,Utilities,1.0,5.0,4.0,True,True,2.0,2.0,0.0055442077618907,5.0,3.0,4.0,3.0,4
2019-12-31,1260000000.0,EXC,52.3836,2.8055,3,1,3,2.0,6.0,3.0,Utilities,2.0,5.0,4.0,True,True,3.0,4.0,-0.0562971561230411,5.0,3.0,4.0,2.0,4
2020-03-31,1080000000.0,EXC,91.9298,2.7726,3,1,4,2.0,3.0,3.0,Utilities,2.0,1.0,4.0,True,True,3.0,4.0,-0.1924969249692497,5.0,4.0,4.0,1.0,4
2020-06-30,1600000000.0,EXC,25.0076,2.7961,2,3,3,2.0,8.0,3.0,Utilities,1.0,10.0,4.0,True,True,2.0,3.0,-0.0144706778370145,5.0,2.0,4.0,2.0,3
2020-09-30,1542000000.0,EXC,22.2209,2.8179,2,4,2,2.0,8.0,3.0,Utilities,2.0,10.0,4.0,True,True,2.0,3.0,-0.0142967542503863,5.0,2.0,4.0,2.0,3
2020-12-31,13000000.0,EXC,22.0147,2.8985,4,4,2,8.0,8.0,3.0,Utilities,10.0,10.0,4.0,True,True,10.0,10.0,0.1803214425715404,2.0,2.0,4.0,4.0,2
2021-03-31,-1261000000.0,EXC,32.3647,2.9888,4,3,1,10.0,8.0,3.0,Utilities,10.0,9.0,3.0,True,True,10.0,10.0,0.0362005978080371,1.0,2.0,4.0,3.0,1
2021-06-30,2399000000.0,EXC,23.8536,2.9526,1,3,1,1.0,8.0,3.0,Utilities,1.0,10.0,3.0,True,True,2.0,2.0,0.0128205128205128,5.0,2.0,4.0,3.0,4
2021-09-30,3003000000.0,EXC,19.0888,2.9057,1,4,1,1.0,9.0,3.0,Utilities,1.0,10.0,4.0,True,True,1.0,2.0,0.0911392405063289,5.0,1.0,4.0,4.0,4
2021-12-31,-1129000000.0,EXC,35.5882,2.8558,4,2,2,10.0,7.0,3.0,Utilities,10.0,9.0,4.0,True,True,10.0,10.0,0.1948955916473319,1.0,2.0,4.0,5.0,2
2022-03-31,1782000000.0,EXC,38.4479,2.9461,2,2,1,2.0,7.0,3.0,Utilities,1.0,8.0,3.0,True,True,2.0,3.0,0.1560679611650485,5.0,2.0,4.0,4.0,4
2019-03-31,56184000.0,EXP,-27.2835,0.7935,4,4,4,7.0,9.0,8.0,Basic Materials,8.0,10.0,9.0,False,False,,,,2.0,1.0,2.0,,
2019-06-30,50698000.0,EXP,74.3061,1.1502,4,1,2,7.0,4.0,6.0,Basic Materials,9.0,3.0,7.0,False,False,,,,2.0,4.0,3.0,,
2019-09-30,133998000.0,EXP,44.7176,1.3015,2,1,2,6.0,6.0,6.0,Basic Materials,7.0,5.0,6.0,False,False,,,0.0217958905664661,3.0,3.0,3.0,3.0,2
2019-12-31,135923000.0,EXP,-32.8069,1.374,2,4,1,6.0,9.0,5.0,Basic Materials,7.0,10.0,6.0,False,False,,,0.0072214198422396,3.0,1.0,3.0,3.0,1
2020-03-31,78682000.0,EXP,70.281,2.0594,4,1,1,7.0,4.0,4.0,Basic Materials,8.0,3.0,4.0,False,False,,,-0.3556143834105448,2.0,4.0,4.0,1.0,2
2020-06-30,95313000.0,EXP,24.366,1.8233,3,4,1,7.0,8.0,4.0,Basic Materials,8.0,8.0,4.0,False,False,,,0.201985621362547,2.0,2.0,4.0,5.0,3
2020-09-30,263064000.0,EXP,29.087,1.4582,1,3,1,5.0,8.0,5.0,Basic Materials,6.0,7.0,6.0,False,False,,,0.229279407576189,3.0,2.0,3.0,5.0,3
2020-12-31,183640000.0,EXP,34.8981,1.1607,1,3,2,6.0,7.0,6.0,Basic Materials,7.0,6.0,7.0,False,False,,,0.1741195551436515,3.0,2.0,3.0,4.0,2
2021-03-31,101056000.0,EXP,53.072,1.0888,3,1,3,7.0,5.0,6.0,Basic Materials,8.0,4.0,7.0,False,False,,,0.3261963492846572,2.0,3.0,3.0,5.0,3
2021-06-30,111121000.0,EXP,41.7906,1.0777,2,2,3,6.0,7.0,6.0,Basic Materials,8.0,5.0,7.0,False,False,,,0.0572874042109963,3.0,2.0,3.0,3.0,2
2021-09-30,150341000.0,EXP,35.313,1.004,1,2,4,6.0,7.0,7.0,Basic Materials,7.0,6.0,8.0,False,False,,,-0.0770529871226515,3.0,2.0,2.0,2.0,1
2021-12-31,167416000.0,EXP,44.3403,1.0946,1,2,3,6.0,6.0,6.0,Basic Materials,7.0,5.0,7.0,False,False,,,0.2691369319914609,3.0,3.0,3.0,5.0,4
2022-03-31,88293000.0,EXP,32.683,0.1609,3,3,4,7.0,8.0,10.0,Basic Materials,8.0,7.0,10.0,False,False,,,-0.2288838159317553,2.0,2.0,1.0,1.0,1
2019-03-31,289483000.0,EXPD,58.5654,0.7144,1,1,4,5.0,5.0,8.0,Industrials,4.0,5.0,8.0,True,False,7.0,,,3.0,3.0,2.0,,
2019-06-30,155707000.0,EXPD,56.1394,0.7775,4,1,2,6.0,5.0,8.0,Industrials,5.0,5.0,7.0,True,False,8.0,,,3.0,3.0,2.0,,
2019-09-30,161499000.0,EXPD,50.9282,0.6783,3,2,4,6.0,6.0,8.0,Industrials,5.0,6.0,8.0,True,False,8.0,,-0.0223713646532437,3.0,3.0,2.0,2.0,1
2019-12-31,165246000.0,EXPD,61.5631,0.6809,2,1,4,6.0,5.0,8.0,Industrials,5.0,5.0,8.0,True,False,8.0,,0.0502086418091262,3.0,3.0,2.0,3.0,2
2020-03-31,165000000.0,EXPD,57.1071,0.7238,3,1,3,6.0,5.0,8.0,Industrials,5.0,5.0,8.0,True,False,8.0,,-0.1448346577800563,3.0,3.0,2.0,1.0,1
2020-06-30,186721000.0,EXPD,44.6292,0.7635,2,3,3,6.0,6.0,8.0,Industrials,5.0,7.0,8.0,True,False,8.0,,0.1396882494004797,3.0,3.0,2.0,4.0,2
2020-09-30,161599000.0,EXPD,52.3195,0.741,3,2,3,6.0,6.0,8.0,Industrials,5.0,6.0,8.0,True,False,8.0,,0.1904260915307731,3.0,3.0,2.0,5.0,3
2020-12-31,141692000.0,EXPD,50.2833,0.8513,4,2,2,6.0,6.0,7.0,Industrials,6.0,6.0,7.0,True,False,8.0,,0.0507070260715864,3.0,3.0,2.0,3.0,2
